h_booking_id,predicted_selling_amount
-4444777630817876472,36.77397
-4443777306016467680,418.58337
-4443644132142929355,45.056553
-4443349324801516379,347.55432
-4440616706359661774,157.09274
-4439141216038200685,67.13901
-4430720838534455889,168.68864
-4429810233933882475,162.0783
-4425164775689798470,63.06902
-4424465554850439157,58.69818
-4410575313436844765,113.186424
-4402690978167734606,32.66677
-4398939872370476550,42.183285
-4396227661494218927,229.55948
-4391642012672426141,149.36635
-4390045245424123092,452.13522
-4385115389591792035,148.27844
-4384138978386691501,417.6509
-4375779746766432505,170.44786
-4372902030457014754,59.609356
-4364091072703800133,187.78503
-4360766549307731113,100.25395
-4354274230884468017,86.15842
-4341414121477307319,302.96082
-4333979800457452006,240.88406
-4331790225090460118,207.04697
-4329414326276296884,100.25971
-4326589495828978047,373.84128
-4325916536766789485,141.4931
-4321289744122243327,594.92883
-4321218418401907680,47.895287
-4317680895763140352,221.46346
-4308888475140580915,90.52286
-4303392524799642829,16.03528
-4302079753813765620,57.65129
-4292806852860886359,159.70485
-4290884535452372687,287.0479
-4287180773241387532,376.52902
-4286593619703607119,94.34103
-4283170643693713808,32.352287
-4282712828620215406,342.78568
-4276675266082172744,114.88952
-4275191910007097543,160.70053
-4268047890724834034,168.07399
-4256088355168524486,186.29962
-4246826503564841209,105.17121
-4244747495858834715,424.86566
-4235245699402176710,107.439125
-4233276977660976237,175.8729
-4232426202140749751,84.9384
-4215544476164613875,282.81125
-4211557915655797046,97.573235
-4194616799829814399,224.4841
-4188008025014890257,200.03879
-4169751530427393938,678.80237
-4164178572380984019,484.9512
-4162035247546256918,254.35611
-4161287274307697360,113.82387
-4155045025153319906,317.71854
-4153135716991663142,114.25139
-4144962928653243483,254.31352
-4142587082167253077,71.68163
-4139406942749050360,240.26395
-4138788743212944644,85.84189
-4137535255667572419,128.87291
-4129561248931322038,340.01334
-4123986026883622756,268.50168
-4114893411321154903,110.62669
-4112671670016467315,239.35712
-4112580654174260943,35.81047
-4106260611088337117,290.3183
-4096056816148241252,101.30686
-4091956479507687745,39.073383
-4088381133821364784,35.988075
-4082521751735727059,269.8439
-4080440032944073976,294.4922
-4074843885664176628,281.87198
-4071380852695089200,90.49918
-4070843487742311769,61.02143
-4070385072401358705,307.29834
-4063402536526225661,459.63474
-4054762897573081523,39.199635
-4040500999315627065,507.70557
-4039208173775076090,201.24963
-4036841989304353986,123.66556
-4036481433526794953,347.55432
-4036201868879892763,188.00552
-4032155164612679895,272.95523
-4031898542795537449,142.20265
-4029296575458659452,88.61713
-4022798990682796728,77.27551
-4022685097554179710,269.8439
-4022040868264509384,324.7657
-4017814796758348340,40.41583
-4014337182557175644,68.93785
-4006118946501835383,39.199635
-4000861497988340062,69.85386
-3999475541800687533,15.205128
-3995919303394996502,40.41583
-3992998830673605144,256.09354
-3991130943004454031,137.02719
-3973385250958076071,346.30106
-3972214440602825788,113.4452
-3968385731314933544,59.046455
-3967773345647285579,603.1914
-3952929341510689534,112.149185
-3950860105334557526,31.176144
-3946239312155153276,239.59637
-3941679103083083694,29.918905
-3924769712611535545,70.2952
-3922509029033170782,86.62847
-3919606474298494492,259.30902
-3911891208205212727,152.82668
-3905876261669800989,497.16428
-3889527156268170220,297.32257
-3887280248273538907,162.89604
-3885406718500883689,61.02143
-3878599649255096514,203.11288
-3859253106096139052,160.8444
-3838148380030378215,344.63983
-3834277957640798257,193.20694
-3821417154230301767,576.3844
-3821334088476076406,279.42062
-3817796171126685343,153.87166
-3807878804055723949,79.11188
-3802588132380649333,161.13203
-3791868040384281822,164.80542
-3791489458780806914,214.57698
-3782865908606601406,231.08801
-3780987428240258916,269.46048
-3775881689471087427,76.73654
-3774382947839884753,40.008953
-3769017508703787257,333.1861
-3764755845756909869,81.425606
-3762367212404725246,239.35712
-3757773511422378295,44.978523
-3757156586540425098,527.78766
-3754362876178537930,134.55774
-3753653628899314895,126.817635
-3750743116002105909,58.69818
-3749151818549855212,90.81623
-3741760362507610614,699.44635
-3740413606401673334,82.164276
-3738882183654972445,258.74948
-3736878419721019068,23.686113
-3736067614845479502,136.63913
-3736043895102713469,193.17664
-3732070735287797812,334.96603
-3732004174609459241,26.07613
-3729791003655384360,255.4744
-3725803148051313309,492.5904
-3724063180227337020,269.89996
-3721011667611555289,246.97646
-3719330025653233465,327.78394
-3718723059384320162,617.0974
-3718043058914433720,257.99792
-3717541074496028792,536.4955
-3714219931912163210,223.29134
-3713601007978388344,382.23334
-3710290184835885937,323.94794
-3710277251997417518,435.4525
-3707836470549966805,36.803707
-3685132283812066501,144.80989
-3680970948882707084,646.18414
-3680852031133285719,147.8552
-3673461445638443973,15.205128
-3663679427567577224,238.2135
-3658056309328468685,260.3564
-3655397724866671067,183.51263
-3649968254865624669,135.66513
-3648648686786807715,136.63913
-3644984955679285557,380.49088
-3642515028423159078,209.06708
-3633275128678955755,406.99823
-3629779251311760767,379.77286
-3628182698373344185,90.98796
-3625369771174227130,174.69685
-3623886078453813729,98.29223
-3620970836765176955,202.08653
-3611921973079747797,170.44786
-3602528141222059912,288.52313
-3601233203915239339,49.874786
-3600391716600359671,187.30797
-3591569668110886272,238.2135
-3589454317003756106,244.12634
-3564309139297069533,120.84696
-3560136758548889967,102.546776
-3555740661175602076,149.91724
-3546188654344671827,258.24136
-3542751880637446733,287.75815
-3542187687608753641,268.50168
-3536998100060338392,104.09192
-3534613234862104274,715.2499
-3527691396657601795,27.948935
-3522582676179656040,57.5192
-3519735378368121589,112.090576
-3512169937151708038,285.82593
-3510870269170521216,77.791534
-3504939269517811166,159.1535
-3501865632088850910,134.63116
-3499590806017196657,54.942204
-3497733912617006250,616.6884
-3497733839367661867,442.16553
-3482046299827809706,169.48201
-3476174146969772406,334.13968
-3459940142627687227,101.75996
-3457857848529498060,70.93712
-3442477734844862834,31.83069
-3421610803570113439,138.02638
-3416516674550236077,384.9469
-3415714725518571276,418.2651
-3413024328694711887,82.4301
-3400234200366267399,128.46446
-3397838988186042007,27.470959
-3396099902571984491,167.1934
-3385765197686465323,391.65976
-3381995144502843062,139.22328
-3379725492912803180,84.05415
-3372312134452516761,538.4036
-3364794928851175079,135.24614
-3359947897241350580,262.7119
-3355329067574929127,702.94525
-3354129268513580146,231.31851
-3350488697920221170,54.942204
-3347035739809142413,156.62645
-3345370475266970204,132.31998
-3342965065847068081,183.143
-3342143781793016306,298.824
-3337291620745959129,277.59903
-3332920429514881976,105.35974
-3331122446917732634,156.91164
-3326377262030997836,20.749578
-3316521462979676652,442.3724
-3315572235828341588,331.46286
-3315120549861390078,138.84424
-3309385388167976538,345.9526
-3308027069141690318,342.78568
-3307663105223565529,48.2039
-3296757499555459418,61.95267
-3296448255734836917,36.10487
-3294451456381751701,424.7987
-3293202703890681830,248.33871
-3291020921465473705,322.75485
-3290417355103265245,622.6934
-3284123636014773183,607.3263
-3276508541752184802,394.66693
-3266093322429289392,332.08768
-3265622940013559411,568.4608
-3264664225188263940,237.50017
-3264483062472807880,52.499096
-3256668485671780190,68.93785
-3244307134032535832,550.5605
-3242868767512798278,258.74948
-3241777944264362394,222.98987
-3240793261567798526,392.70398
-3236153460195389720,129.73682
-3221928361845341819,101.03798
-3220456025361914382,85.84189
-3218854091166666052,64.82265
-3217348215992242020,94.30592
-3212487464517023847,36.10487
-3212043740397028342,82.21155
-3198500759864900469,285.0007
-3196036259626113442,269.54633
-3191350185730560526,190.54916
-3188747858029407700,349.46436
-3184860056828491718,32.66677
-3178218214153951208,193.8447
-3177408750630771512,41.385605
-3168268573955713457,520.69226
-3162244458840650413,149.94644
-3160081657161438304,133.64406
-3152104749809896388,176.5918
-3151801225433601105,295.75012
-3139342139123656519,131.45125
-3139089148233752724,349.7148
-3132348832581107377,281.77792
-3131338113626734192,442.12558
-3126082434916992147,97.6425
-3123957588129828829,268.23117
-3118461937260716139,132.20859
-3114797154252278351,70.94962
-3107683650417747181,216.5375
-3105691235517802464,288.57202
-3104280534666053013,212.28023
-3100148364343786728,81.08572
-3099961143386341022,334.58258
-3097205490068664945,142.80107
-3096301387480877651,64.82265
-3089072846808081263,17.078066
-3087451585986533470,61.05497
-3085187205000920797,181.5433
-3076279999126992243,190.37842
-3063476092837746090,48.639244
-3057287202330138743,52.499096
-3053096267421042967,177.1312
-3052937666002626787,19.943705
-3050302897319174774,608.00165
-3049357306074882954,206.0961
-3042749894865849708,57.281067
-3042176096782490649,521.4284
-3039759927297239243,149.36635
-3038863428111789016,112.95246
-3035174419306139579,162.89072
-3031213230298094830,88.31821
-3021828009113210286,31.994556
-3017660304943675011,175.27707
-3007969120465246578,281.87198
-3004832809789326851,20.57705
-2997976989868186221,160.99039
-2996800996776555107,105.29385
-2988223348873575307,173.37288
-2987154357838801593,58.866974
-2985970788446746512,44.127228
-2984390672513316907,264.08762
-2980300087687597240,75.35993
-2979416419699807761,213.57124
-2973948617621832894,270.23557
-2966543796347989900,120.36813
-2951159595410345383,227.58783
-2942081950186559654,102.10826
-2932692116428999169,139.39793
-2932387095290010525,3557.442
-2928859811776960520,51.01794
-2926925788954420475,169.11972
-2925334241343308733,162.0783
-2923508776771637509,581.82446
-2923119821179831004,32.352287
-2922607576483475819,88.77545
-2893912607765844503,258.05716
-2875361162373859765,253.667
-2864344871974662173,95.954
-2847181840136608660,42.183285
-2838187139685163025,286.74954
-2818780268097700140,46.75098
-2817755326567430786,32.077244
-2817554010678046190,256.86887
-2814058406493503255,190.39766
-2811785365573309127,319.2751
-2811559806752479495,270.19208
-2808339558209747731,238.2135
-2795991114765933236,48.639244
-2786221174808179224,266.91077
-2780737443874206422,37.281563
-2777457450151957040,154.69284
-2774010860602639345,863.9037
-2772378929493839801,138.84424
-2761272155769488762,58.50577
-2759706680066647027,139.36046
-2758739051939371946,94.44347
-2758602153549684662,17.85167
-2753102906035268461,40.1327
-2752685846680970543,245.29335
-2750658209006268700,84.9384
-2746265165434654737,51.41643
-2742761171461826417,110.19977
-2740584824685669230,87.040375
-2736574670205999318,188.05748
-2730383287651180654,277.9497
-2729718379226678737,172.77568
-2728720696456311177,207.27803
-2724074974171992785,527.5329
-2722618476771513023,254.36568
-2716326729275173397,58.69818
-2715449789745438248,44.49557
-2715259321892792327,29.781622
-2714472504729694188,365.46378
-2714204483419489392,33.312675
-2711184491218684152,98.72287
-2706508586496305703,36.10487
-2701754901430901702,246.40422
-2696488227851537644,317.71854
-2675998465042226251,549.40594
-2670086629801830647,59.508503
-2663235757374827621,136.63913
-2662217763240305229,23.686113
-2657303827417921047,268.86652
-2655550125434585133,113.49109
-2648785693086019295,128.5201
-2634686938125762883,15.205128
-2629182541884345396,36.10487
-2623279077053214386,49.390907
-2615789931671801602,100.25971
-2613961777370783952,77.971954
-2613792581069847286,92.18444
-2611934236183741813,171.02155
-2604230598366219609,228.59334
-2601106634343451790,159.14688
-2600705558726651695,550.5605
-2598811161263120693,86.723015
-2594638956328289100,76.94653
-2590532923632921520,384.9469
-2586063316995327297,25.390327
-2584127515677573223,32.352287
-2580913426071097947,24.584597
-2577429789015651906,36.77397
-2576244216253060055,27.470959
-2572446602083791721,85.67007
-2571123004045402088,166.385
-2570997459793532151,217.3317
-2570509293943730377,61.02143
-2566498492084825755,27.470959
-2554816323469135804,362.97983
-2553347314503461437,229.33313
-2546628491577058851,45.88303
-2540619721004037399,31.059353
-2538344005591676376,139.76357
-2531310569349010768,45.910103
-2523980267967260608,59.48282
-2523944540869839566,215.45938
-2518403182187734864,216.43248
-2517624318382067185,402.6632
-2501143347636984319,117.970634
-2497144926836309859,295.48026
-2485671707338882939,78.15486
-2482375510273832173,166.76631
-2480692008394192903,160.9358
-2480656961061766640,32.41865
-2479818712827165816,347.4973
-2476651745002506830,674.2817
-2476625957159726321,132.0105
-2475485518756920541,757.9632
-2475348746789509276,61.995438
-2474249782743868078,220.51678
-2470807854596401811,328.61444
-2468966611676857631,408.72522
-2467835780311374688,261.08325
-2464066637178479768,284.64044
-2463287915696782940,47.43474
-2462808202596307159,82.13356
-2452210942137571908,151.37843
-2451313038857922765,43.45326
-2433151351783542829,154.7658
-2433138337160350436,475.66586
-2416484706498462064,165.95753
-2409392911549103232,154.25092
-2409319873879402663,422.7006
-2407391799370437752,224.56429
-2399911541157480341,97.9079
-2397677469954320025,112.149185
-2395174653929071075,212.47179
-2380429740050979686,570.46576
-2377315226596170883,276.80798
-2369887508409671299,46.445763
-2366760356880701703,281.00137
-2364318708332799684,388.84372
-2350740868327913147,123.749115
-2348482222191062002,227.04865
-2330251151004938986,781.8712
-2302384840299026608,31.274563
-2301777611319375614,175.8729
-2298489583824959486,123.34501
-2283838324329532943,471.5415
-2283012326003736183,27.470959
-2278782174238605994,186.61797
-2274567565248661322,39.893303
-2269896853882529134,53.794266
-2262862356022241365,74.1678
-2257485580453788234,275.85275
-2257129042851015662,64.82265
-2256612416383756015,85.93933
-2255892163186810615,247.25517
-2250609408699943018,70.93712
-2242885977674042672,379.98715
-2242663288197082024,122.9194
-2242040328945218503,48.2039
-2235948801311729552,184.44905
-2233754913951914839,529.0451
-2230672419696205053,183.1839
-2228404411858797120,105.54234
-2227314658671416062,223.47404
-2226275011915567016,178.91896
-2223695069404162904,40.008953
-2221986953322517085,201.33409
-2220640459634256268,46.22968
-2197376315901816747,175.53407
-2189495269199332594,94.65969
-2188430251503675661,86.51433
-2186640107259360085,159.14688
-2182028649956443788,52.499096
-2181182097905153079,378.37103
-2171075887880112431,196.73293
-2167887094346126947,17.85167
-2167393135617938692,61.02143
-2163518978455138540,352.18927
-2162206770049434948,138.51804
-2155167035574540325,1062.7473
-2145036808723845453,122.028076
-2140937256850494069,105.35974
-2140378654758842670,64.82265
-2139794101219124700,86.27314
-2130031205242088222,173.15211
-2127574666598749023,201.22728
-2121991467036350950,47.396545
-2115744146474082958,164.84882
-2099575998247125256,157.98064
-2099017978262880164,259.0709
-2080888406256186786,379.98715
-2078278768229009610,349.63983
-2076947100733236303,259.0709
-2051383197783766176,507.01495
-2047255243328056671,105.17121
-2042798562466289730,151.15944
-2040522959994079093,82.17759
-2038517114526769475,64.918724
-2031092052879149751,78.78444
-2025564867204141315,41.385605
-2024659156140535553,85.84189
-2020442356996005172,493.39822
-2020326442562256768,233.7346
-2016871512964846299,47.396545
-2016181605766861854,25.118742
-2014773418125075108,131.83318
-2011593414468646324,103.34393
-2007490260120581826,332.53378
-2004762199270691711,29.239542
-2002459764310773698,64.82265
-2001377898714426515,238.38443
-1997356450613795110,32.63298
-1994414340293502113,32.352287
-1993696194222686975,186.98352
-1986786810165425728,133.64406
-1986063577511758903,36.266834
-1983232692529877627,37.281563
-1979637015920156593,110.94691
-1973740917081725055,207.537
-1965155815187014043,327.09247
-1961354862144532539,79.685005
-1958343550142870968,186.88432
-1951632433827117983,243.06424
-1947055747115908406,201.77414
-1934595193547596711,235.05084
-1934296083817166193,59.609356
-1932595844555143448,33.079464
-1930520539580019700,191.42543
-1926492199398183492,87.26153
-1925564730854694660,84.857254
-1920814926942269334,147.8552
-1916193977403782770,85.48042
-1911818511358281355,39.199635
-1907298322754304886,31.176144
-1896008255752129324,231.08801
-1888705248396149031,132.20172
-1879839732292066123,60.809128
-1879554443079363019,258.16272
-1879114428308531576,227.49449
-1877843881502845246,63.728706
-1877796039284053370,245.09422
-1877375412390118020,72.754456
-1874139754626560354,608.00165
-1872636981093643471,178.13467
-1853665387953750338,339.11917
-1853187753454347317,141.33923
-1839120857790034985,264.3799
-1833614345315906387,71.27208
-1818091623197362046,53.86665
-1809210167419462977,421.77353
-1807118222941191948,252.12688
-1803867036423314283,86.39792
-1797071951208712358,26.491266
-1796887050309324768,133.64406
-1794225849869692677,253.23352
-1792781459746826035,162.53587
-1786896035033572185,440.69156
-1777043700096743863,170.44786
-1772577961306655973,613.77594
-1759799013599860954,59.21209
-1758145257896522616,45.090523
-1754546065649671361,165.54268
-1738764197756841652,547.4846
-1735849779999961637,217.3317
-1734282714188885157,49.216312
-1730534441762768925,254.83466
-1723628765271298199,23.686113
-1722876417334821569,15.205128
-1719332717679367923,84.52571
-1718731526239412465,61.0391
-1718512417419801849,39.199635
-1709349206330425721,37.410854
-1708669852889712929,316.2773
-1706332458808332530,526.8289
-1704523868864405326,108.5627
-1701324179398301656,61.764618
-1697919259298812403,318.50882
-1694166801117268888,39.089428
-1692783896226062075,319.42017
-1686850770156570016,276.93484
-1678663252659765020,159.13539
-1672778578194275064,67.955925
-1669367964532428033,37.410854
-1662122612074791459,248.32358
-1661913855238616817,32.902958
-1660462941986062706,149.94644
-1652377643123470356,59.609356
-1647037446770442501,241.22475
-1642950299584460768,25.145971
-1640077491195851130,628.88617
-1639892664411563067,94.9554
-1631840397813197625,644.5257
-1623234363026952984,327.7124
-1611401368817001335,529.51575
-1601781016666818141,128.84059
-1599618651960013299,30.87496
-1587483720908265658,143.73643
-1583881193347458471,153.52283
-1578664459714856323,515.4151
-1573340696719539110,69.312584
-1569545750735118118,550.5605
-1564750699698563956,85.84189
-1562840010970288629,513.4766
-1550195948569810345,164.84882
-1548986420149050872,32.66677
-1536061374522577824,239.81798
-1531524167163368138,239.30473
-1526503616995179917,342.3215
-1522758952015571917,191.42543
-1520821778763291834,98.29223
-1504551127690897541,319.42017
-1503540042151040789,407.33194
-1498405725918783701,100.25971
-1497957133842453114,404.59476
-1489322937675955449,179.58537
-1484379741161463721,64.789795
-1482819871659939421,73.69655
-1480563597375051271,513.64905
-1474954111276557985,284.5662
-1474366105777591693,47.031837
-1466270694033653957,59.609356
-1455984445964218958,400.04474
-1455290490255593243,165.11488
-1450138759113694827,217.96329
-1439214821598509783,50.22669
-1436200201131522968,57.88786
-1431207946475636853,1434.187
-1429450813088055571,285.63593
-1426568183012763248,322.93198
-1421585942107436215,253.81181
-1414726675964616185,282.12735
-1408311649179079449,105.17121
-1406997743040478440,176.77351
-1401433262184931660,148.73796
-1393415137673659112,107.84084
-1390217304589918921,269.2055
-1386937860247400623,85.93933
-1375774136830944724,336.56964
-1374612630367070975,204.21652
-1374209973289127365,192.34093
-1367431414312147361,59.609356
-1366589971693866249,42.851933
-1363153884100305547,157.69357
-1356838576193492195,747.9009
-1356622685321588905,266.24185
-1354233198138838849,123.09568
-1350901028315250534,474.4388
-1344554243447551902,39.410587
-1340535953026246845,302.96082
-1327346838600832182,254.54106
-1326330635649570495,26.491266
-1324512434295356157,73.235916
-1319674228863431147,74.3933
-1313960328056031359,9.309777
-1307650769082039574,199.3368
-1288839736959454306,454.1283
-1287589973644458819,45.090523
-1285489907854904348,862.18585
-1277826906175098212,115.62167
-1277443913826127443,139.44086
-1277393674084817565,210.90125
-1274763842923202793,189.14172
-1271886179598307261,157.51859
-1268433088469514809,97.9079
-1265916904105263286,159.39095
-1253492702587364890,319.42148
-1244185090287578861,167.96982
-1241398063267435581,40.008953
-1238695268770574458,214.9152
-1236276159001518537,63.712784
-1227025674928475032,104.81174
-1224226648851550511,40.41583
-1222266838067301453,181.5433
-1215508868126890515,42.183285
-1209394599486856986,160.18623
-1205236473781276202,173.58446
-1203626949173274311,47.92876
-1188029942866632296,277.59903
-1186640760879251917,52.47082
-1177959027878418943,279.5223
-1177862073612555914,233.2174
-1168221288994917375,59.609356
-1166898110457186659,155.33986
-1163977239490941522,173.15211
-1156122285024507424,231.31851
-1155833633290172285,41.819557
-1152021056646235144,85.67007
-1150411049863679716,170.50104
-1142669752817323224,115.0887
-1137016309190202293,81.08922
-1128933268566793100,61.95267
-1124411390008290434,169.46278
-1122242663167699165,249.38716
-1119526587431401516,181.3119
-1117318713833000260,565.51544
-1116044522516025925,22.54188
-1114526236638515561,75.87391
-1108743847226341473,69.21417
-1098442180249474170,283.64685
-1098256585400345031,446.46573
-1094214784015608351,437.50824
-1076755076048445219,282.81125
-1074484994951647821,395.46304
-1070735888585795552,107.439125
-1052299580446947555,43.54483
-1049388728001646525,254.13174
-1048951299837059704,75.36887
-1043694985841076387,199.3368
-1033311455354235845,480.8426
-1027609360999997051,455.01453
-1026794465823563787,244.6949
-1022193075487744282,105.63907
-1016831010457724335,186.29962
-1016266946633986717,272.69705
-1013322614975638690,105.17121
-1009913727062992299,98.72287
-1002455636415553141,62.72523
-1001735751105699317,528.42224
-991957987168227974,45.48567
-981561633476459548,253.354
-977565834173675636,189.80252
-977548149419265996,273.96545
-972529340231399839,100.30593
-969786725196170598,94.96327
-961621587478224603,244.39153
-961423784679506035,544.3227
-958418814587252580,97.88336
-951624412226797490,347.64603
-940392032468141009,144.58165
-934712659185920193,20.57705
-931378207335761335,45.910103
-921127666071876271,29.20158
-906927427585480792,56.312145
-896160823816959221,9.12521
-861217517460514536,177.09105
-857253211095813096,410.86807
-846558197519259789,277.9905
-843642189416913243,1369.815
-841116710963242803,173.02718
-835795187080219176,376.52902
-827060526424347135,27.948935
-826046606418895480,347.3516
-817142537391470800,44.689117
-809803997362714171,75.35993
-808513674544528129,293.76904
-807663477583691326,187.78503
-807634463017769947,36.10487
-802561668896743679,32.66677
-798867894557226588,266.6452
-798406779910438878,212.8425
-791589686321429084,160.6365
-783067263399561819,61.09405
-780830193039075734,44.689117
-779912733986439084,64.118065
-777498404203362423,709.8615
-774189238475256547,175.53407
-768447674339284999,192.19397
-761058956377656032,357.6465
-754209507673903492,111.10033
-753253991089304261,31.176144
-744054994997625426,142.65645
-737455091672718859,42.183285
-736779584300520772,171.56958
-725626978571701778,156.9747
-717723119918191642,281.03986
-711790060171731502,112.96168
-709036011862378556,58.50577
-706742239308154693,59.609356
-698110462332309412,591.9718
-697495610114810739,61.09405
-695569010815969579,72.14828
-683848382984120622,70.93712
-657072137581477680,268.56396
-655808325973143769,163.77463
-648956268232839640,203.11288
-647525259354583256,40.1327
-647256917243244062,295.34454
-638276184583331334,29.569876
-631381622278693688,-1.0839336
-627874345205863311,344.85992
-626718921785599058,306.11975
-602204634176515480,276.9999
-592445953920513863,92.62301
-581066814643731755,321.41452
-574042153558945582,137.02719
-565264086907111813,336.56964
-564146645602406408,96.75863
-554040020321367782,166.84215
-552023542804204186,256.86887
-541398946389079158,247.25517
-537259864733503046,112.00587
-531863618325424111,249.58817
-523297070356637319,232.12756
-522291003330931733,179.10652
-514903801205893614,36.803707
-509243959001820603,138.41112
-507411105657349475,565.51544
-496288720056608172,61.95267
-496174598676062076,136.35025
-493745178462958147,210.44125
-488094767359008304,196.11226
-477639684503882671,273.284
-468440814231621244,238.2135
-467292736604946605,179.9767
-467161864468733375,226.18536
-463035104449914907,85.93933
-460932441717665883,310.65836
-459722128908097090,147.5407
-455509822682688098,993.14465
-454705934303312643,42.183285
-453181497389707435,55.876163
-451809611118588117,352.822
-444349642179182628,1155.3722
-439958591651357936,268.96545
-437777456294402549,153.9503
-435580335611000380,15.748247
-425397784560840069,165.11488
-422375035401399900,316.42343
-419193356092402909,268.00204
-418654685151250642,233.63948
-417404903802335018,557.505
-411773439727411163,151.72916
-409511898599195808,137.02791
-407794965209198720,41.385605
-407035409761253772,116.07628
-405011396249028306,231.31851
-403026866471262007,272.95523
-402759833251019192,162.0783
-393798162204809474,59.609356
-392716163238771051,272.95007
-389196833397261184,277.38538
-385478482296856207,88.48128
-384910732414742523,82.4301
-380041792043259176,61.02143
-378956939899607858,32.902958
-378431091158949540,296.3635
-375540619056960163,192.95528
-375400122567228994,232.81596
-374825989209594837,67.219185
-364920678801444466,170.44786
-364330774468446211,238.2135
-364027070192609082,245.644
-360149067709038290,312.95764
-354250251959246528,237.89526
-352207484108844785,506.50992
-330132280495611627,31.118402
-328665055394785833,279.36697
-322237870439222980,441.3707
-318289931048596146,267.7845
-309400438076484344,29.918905
-302951812064030584,187.50848
-291777430004529704,420.32617
-280066238226575873,65.820816
-270317508805546745,292.65005
-264922736089777310,106.40752
-263940597538438476,25.118742
-260441138574876334,15.205128
-260244756182971580,47.099834
-251300522052339459,16.03528
-243027139775339123,604.2756
-239411982736638868,68.93785
-230980991328350631,51.41643
-220243570350584165,17.734879
-211213667744868493,43.54779
-208031677240316433,255.33694
-193210143283434320,43.54483
-190955938455953521,156.42451
-186628612958964738,187.29689
-186168423902172695,255.92426
-185797074979783897,1056.5417
-176744656372777646,90.269806
-174959582428111153,63.52294
-171405142478132446,39.893303
-170700841132118468,110.6022
-169736473185452753,58.28839
-157194883948162945,201.77414
-157028255727051780,184.51967
-155663753340948485,305.054
-148871649430208824,49.216312
-144841528383243772,42.923668
-136370480536852937,211.53989
-132838410597664414,152.10527
-132031049238048636,287.75815
-126537934965456265,43.54483
-126139970615591206,228.4132
-123787173659989586,77.791534
-120380203911145099,32.66677
-112533456272826194,125.96577
-95131968471840750,229.95753
-94929923224188858,547.45
-89547941031741355,408.15228
-72746318026620992,159.78731
-71946637993270151,408.71536
-56284071936589680,42.183285
-48663274892269701,114.50818
-42362450566025817,159.1535
-41846858189444056,1004.6629
-41153246801844576,45.056553
-34600459965797387,240.8027
-29849782833502610,235.05084
-28178076123089693,363.92004
-27709868930719739,71.27208
-27620215448487360,85.79815
-22575129908154343,45.056553
-16095904678778955,39.893303
-14790409292347290,32.63298
-7779216347304747,139.43709
16654570426159414,57.27378
31062184045580729,42.183285
31897649286279786,30.87496
32472815284669104,294.4922
45203774523973479,200.85004
50030918049772830,69.21417
50181263042592490,996.07306
55448185071335933,55.87183
57151140778872932,36.10615
64243019819801294,140.35149
66503296572151641,391.42404
66649772373235375,57.65129
68070625128841446,51.01794
71309620622690940,166.26782
71832594184340860,392.1614
87353626340007624,32.63298
87408623279843387,125.96577
91520961070229727,159.59491
93786021869935342,283.8177
96109496634515906,282.7933
97563355032968424,254.54106
100645844992474550,116.74871
107075490701580026,172.25835
111355955458459039,149.36635
113139887397691858,35.988075
119650356970940572,53.794266
120565541243916499,204.21826
121397185267877499,409.8403
132130722138374019,53.794266
132459083281014704,279.63928
133484403677023744,277.8316
142007091393689828,388.84372
142984959117496544,134.15077
149363838495490431,492.17725
159468267021899093,189.2204
159478940243536264,36.10487
160463851693584161,317.71854
163108909028605225,41.385605
165119165574842852,1154.6038
179001919512089346,40.249893
181123263011095838,44.127228
182297137108465072,23.686113
187191209363574422,297.32257
187543004574175685,442.3939
193211122806067855,371.79504
213237836698615196,40.3185
213557705620011731,294.18344
219397919903020917,314.8416
221482925492994536,32.077244
223783397603974740,131.91635
230833680321987378,425.06104
239917062200584149,146.88036
259459979793699921,45.26838
261374570929582149,45.88303
265250920364336028,32.63298
266089064417288227,76.237045
274768046328908000,366.33557
278616074692105862,47.029915
280749700870437972,32.63298
281783799221920238,152.96455
291373130456893244,211.92497
291778285155669545,260.82593
294915968722165951,234.95016
303399840375010747,245.644
308670490139286024,224.4841
310344834392062680,191.21884
327500002429042269,302.2848
331807953162735998,375.8825
334061924105085969,104.50134
347752129145320466,514.02606
348246363094027856,500.41864
349990251784886766,170.42899
351936378964356928,156.9747
368931696684655063,53.86665
371824838142361122,256.88824
385864207170190671,310.10272
389212627843367810,193.38972
391424002799263297,428.4686
398135482188280783,101.63237
412651928506639439,55.452126
424186164447490807,372.77264
429091988861920414,47.997322
437888005170733824,36.77397
441530993787294707,140.35149
442081211806699093,133.64406
442390024199252687,94.9554
446900283020440654,507.834
455537271672919395,27.140625
456507407176807022,560.3943
461686540924357691,363.63492
468664888264007263,56.352207
474463982445275058,269.89996
484215683450855782,254.83466
486277910683680503,212.10495
487487486132595340,285.82593
490296149973507829,170.73853
490694465827965744,327.64746
492531049633728544,41.819557
500333685614548689,31.598463
515506310610549874,135.24614
515616121984325504,37.291225
516007439033547024,321.66916
518906961327573473,496.81995
521863019708978000,296.3635
546738797571026816,74.72802
556378200304730407,1177.259
565611843860450048,135.51578
573754484419748157,242.51231
576946726590109201,261.08325
577996828899479872,43.54483
595834851294620226,31.118402
598429499428369453,113.4452
606356718640738041,36.77397
613532383231710587,124.881744
614585809974703901,36.77397
